冮 	\nr\
北洋 	\nz\
北洋军阀 	\l\
北影厂 	\j\
北缘 	\f\
北约 	\j\
北岳区 	\ns\
北站 	\n\
辈 	\n/q\
辈出 	\v\
辈份 	\n\
辈子 	\q\
背 	\n/v\
背包 	\n\
背包袱 	\l\
背部 	\n\
背带式 	\b\
背道而驰 	\i\
背对 	\v\
背后 	\f\
背街 	\n\
背井离乡 	\i\
背景 	\n\
背离 	\v\
背篓 	\n\
背面 	\f\
背上 	\v\
背水一战式 	\b\
背痛 	\n\
背投影 	\l\
背阴 	\v\
背影 	\n\
背着 	\v\
背籽糯 	\nz\
贝 	\j/nr\
贝多芬第九交响曲	\nz\
贝尔 	\nr/nz\
贝尔法斯特 	\ns\
贝尔格莱德 	\ns\
贝方 	\n\
贝类 	\n\
贝鲁特 	\nr/ns\
贝宁 	\ns\
贝宁共和国 	\ns\
贝桑松 	\ns\
贝塔 	\nz\
倍 	\d/q\
倍感 	\v\
倍受 	\v\
倍增 	\vn\
备 	\d/nr/v\
备案 	\vn\
备查 	\v\
备份 	\n\
备付金 	\n\
备感 	\v\
备耕 	\vn\
备荒 	\v\
备降 	\vn\
备考 	\n\
备料 	\vn\
备齐 	\v\
备受 	\v\
备忘录 	\n\
备要 	\n\
备用 	\vn\
备灾 	\vn\
备战 	\vn\
备种 	\v\
备注 	\n\
备足 	\v\
被 	\Ng/d/p\
被捕 	\vn\
被盗 	\vn\
被盗案 	\n\
被动 	\ad/an\
被俘 	\vn\
被告 	\n\
被告人 	\n\
被告席 	\n\
被管理者 	\n\
被害人 	\n\
被害者 	\n\
被叫 	\v\
被迫 	\d\
被窃 	\v\
被褥 	\n\
被特许者 	\n\
被窝 	\n\
被选举权 	\l\
被选举者 	\n\
被冤枉者 	\n\
被占 	\vn\
被占领土 	\n\
被子 	\n\
奔 	\Vg/p/v\
奔波 	\v\
奔波如梭 	\i\
奔驰 	\nz/vn\
奔放 	\z\
奔赴 	\v\
奔流 	\v\
奔跑 	\v\
奔丧 	\v\
奔腾 	\nz/v\
奔头 	\n\
奔突 	\v\
奔泻 	\v\
奔涌 	\v\
奔月 	\v\
奔走 	\v\
奔走相告 	\i\
本 	\d/n/q/r\
本·赛卡角 	\ns\
本案 	\r\
本版 	\r\
本报 	\r/vn\
本本 	\n\
本币 	\n\
本草纲目 	\n\
本昌 	\nr/nz\
本场 	\r\
本次 	\r\
本村 	\r\
本党 	\r\
本地 	\r\
本地化 	\v\
本队 	\r\
本法 	\r\
本方 	\r\
本分 	\n\
本该 	\d\
本钢 	\n\
本港 	\r\
本固枝荣 	\i\
本国 	\r\
本辑 	\r\
本级 	\r\
本届 	\r\
本剧 	\r\
本科 	\n\
本科班 	\n\
本来 	\b/d\
本来面目 	\i\
本栏 	\r\
本领 	\n\
本轮 	\r\
本命年 	\n\
本末 	\n\
本能 	\n\
本年 	\t\
本片 	\r\
本期 	\r\
本钱 	\n\
本区 	\r\
本人 	\r\
本赛 	\r\
本色 	\n\
本社 	\r\
本身 	\r\
本省 	\r\
本世纪 	\t\
本事 	\n\
本市 	\r\
本书 	\r\
本体 	\n\
本田 	\nz\
本条 	\r\
本土 	\n\
本外币 	\j\
本文 	\r\
本息 	\n\
本溪 	\ns\
本溪市 	\ns\
本县 	\r\
本乡 	\r\
本校 	\r\
本行 	\n\
本行业 	\n\
本行政区域 	\n\
本意 	\n\
本原 	\n\
本园 	\r\
本院 	\r\
本月 	\r/t\
本月底 	\t\
本镇 	\r\
本职 	\n\
本职工作 	\n\
本质 	\n\
本质论 	\n\
本周 	\t\
本周末 	\t\
本州 	\r\
本专科 	\j\
本专科生 	\j\
本着 	\p\
本子 	\n\
本族 	\r\
笨 	\a\
笨重 	\a\
笨拙 	\a\
崩溃 	\vn\
崩裂 	\v\
绷 	\v\
甭 	\d\
甭管 	\c\
泵 	\n\
泵业 	\n\
泵站 	\n\
蹦 	\v\
蹦蹦 	\v\
蹦蹦跳跳 	\v\
蹦床 	\n\
迸发 	\v\
逼 	\v\
逼供 	\vn\
逼和 	\v\
逼近 	\v\
逼良为娼 	\l\
逼真 	\a\
逼仄 	\an\
鼻 	\Ng\
鼻舒丹 	\nz\
鼻息 	\n\
鼻炎 	\n\
鼻翼 	\n\
鼻子 	\n\
鼻窦炎 	\n\
比 	\j/n/p/v\
比比皆是 	\i\
比不上 	\l\
比额 	\n\
比方 	\v\
比分 	\n\
比格尔 	\ns\
比格尔海峡	\ns\
比划 	\v\
比价 	\n\
比较 	\d/p/vn\
比阔气 	\l\
比勒陀利亚 	\ns\
比利时 	\ns\
比利时王国 	\ns\
比例 	\n\
比例表 	\n\
比率 	\n\
比目鱼 	\n\
比拟 	\v\
比起 	\v\
比如 	\v\
比如说 	\l\
比萨 	\ns\
比萨饼 	\n\
比萨斜塔	\ns\
比赛 	\vn\
比赛服 	\n\
比上不足 	\i\
比上不足、比下有余	\i \
比试 	\v\
比索 	\n/q\
比陀瑞尔斯 	\nz\
比陀瑞尔斯大街	\ns\
比下有余 	\i\
比翼齐飞 	\i\
比喻 	\n/v\
比照 	\v\
比重 	\n\
比作 	\v\
笔 	\n/q\
笔触 	\n\
笔端 	\n\
笔耕 	\v\
笔耕不辍 	\l\
笔耕墨耘 	\l\
笔画 	\n\
笔记 	\n\
笔记本 	\n\
笔架 	\n\
笔简意深 	\i\
笔录 	\n\
笔名 	\n\
笔墨 	\n\
笔墨官司 	\i\
笔墨纸砚 	\n\
笔试 	\n/v\
笔手 	\n\
笔谈 	\vn\
笔下 	\n/s\
笔芯 	\n\
笔油 	\n\
笔者 	\n\
笔直 	\z\
彼 	\r\
彼岸 	\n\
彼此 	\r\
碧 	\Ag\
碧波 	\n\
碧波万顷 	\l\
碧草 	\n\
碧池 	\n\
碧海 	\n\
碧空 	\n\
碧蓝 	\z\
碧绿 	\z\
碧绿如茵 	\l\
碧水 	\n\
碧幽幽 	\z\
碧云里 	\ns\
碧云天 	\n\
碧洲 	\ns\
碧洲公园	\ns\
蔽 	\v\
毕 	\Vg/nr\
毕竟 	\c/d\
毕生 	\b/d\
毕业 	\vn\
毕业生 	\n\
毙命 	\v\
币 	\n\
币面 	\n\
币值 	\n\
庇护 	\v\
庇护所 	\n\
痹 	\Ng\
痹论 	\n\
痹症 	\n\
闭 	\v\
闭关自守 	\i\
闭合 	\vn\
闭卷 	\n/v\
闭路电视 	\n\
闭门羹 	\n\
闭幕 	\vn\
闭幕会 	\n\
闭幕式 	\n\
闭目 	\vd\
闭目养神 	\l\
闭塞 	\a/vn\
闭月羞花 	\i\
弊 	\Ng\
弊病 	\n\
弊端 	\n\
弊害 	\n\
必 	\d\
必败 	\v\
必备 	\b/vn\
必不可少 	\l\
必定 	\d\
必读 	\v\
必将 	\d\
必经 	\vn\
必然 	\b/d/n\
必然性 	\n\
必胜 	\v\
必修 	\vn\
必修课 	\n\
必需 	\v\
必需品 	\n\
必须 	\d/v\
必要 	\an/b\
必要条件 	\l\
必要性 	\n\
必由之路 	\i\
辟 	\v\
壁 	\Ng/q\
壁橱 	\n\
壁画 	\n\
壁垒 	\n\
壁球 	\n\
壁室 	\n\
壁毯 	\n\
壁纸 	\n\
壁龛 	\n\
臂 	\Ng/n\
臂膀 	\n\
臂弯 	\n\
臂腕 	\n\
避 	\v\
避开 	\v\
避雷 	\vn\
避雷器 	\n\
避雷线 	\n\
避免 	\v\
避难 	\vn\
避难权 	\n\
避让 	\v\
避暑 	\v\
避险 	\v\
避孕 	\vn\
避孕片 	\n\
避孕套 	\n\
避孕丸 	\n\
避孕药 	\n\
避孕针 	\n\
陛下 	\n\
鞭 	\Ng\
鞭策 	\vn\
鞭花 	\n\
鞭炮 	\n\
鞭炮声 	\n\
鞭炮瘾 	\n\
鞭挞 	\v\
鞭子 	\n\
边 	\d/f/j/nr\
边城 	\n\
边防 	\b/n\
边防队 	\n\
边防局 	\n\
边防军 	\n\
边防团 	\n\
边防线 	\n\
边防站 	\n\
边花闲草 	\l\
边际 	\n\
边疆 	\s\
边界 	\n\
边境 	\s\
边贸 	\n\
边民 	\n\
边区 	\s\
边上 	\f\
边上市 	\ns\
边线 	\n\
边沿 	\p\
边缘 	\b/n\
边缘性 	\n\
边远 	\b\
边寨 	\n\
边纵 	\n\
边陲 	\n/s\
编 	\j/v\
编采播 	\j\
编成 	\v\
编创人员 	\n\
编导 	\n\
编导家 	\n\
编导演 	\j\
编导者 	\n\
编读 	\j\
编队 	\n/v\
编号 	\v\
编后 	\n\
编辑 	\n/vn\
编辑部 	\n\
编辑家 	\n\
编辑组 	\n\
编剧 	\n/v\
编码 	\n/vn\
编内 	\n\
编年体 	\n\
编排 	\vn\
编入 	\v\
编审 	\n/v\
编图者 	\n\
编外 	\b/n\
编委会 	\j\
编写 	\v\
编选 	\v\
编选者 	\n\
编印 	\v\
编余 	\a\
编造 	\v\
编者 	\n\
编者按 	\n\
编织 	\vn\
编织厂 	\n\
编织袋 	\n\
编制 	\n/vn\
编著 	\v\
编撰 	\v\
编撰者 	\n\
编组 	\n/vn\
编组站 	\n\
编纂 	\vn\
贬 	\v\
贬褒 	\v\
贬低 	\v\
贬幅 	\n\
贬值 	\vn\
扁担 	\n\
扁桃体 	\n\
扁鱼 	\n\
便 	\Ag/Ng/a/c/d\
便当 	\a\
便道 	\n\
便捷 	\a\
便利 	\an/vn\
便利店 	\n\
便民 	\v\
便民化 	\v\
便士 	\n/q\
便条 	\n\
便携式 	\b\
便衣 	\n\
便宜 	\an/v\
便于 	\v\
便装 	\n\
变 	\a/vn\
变本加厉 	\i\
变成 	\v\
变电 	\vn\
变电器 	\n\
变电站 	\n\
变动 	\vn\
变废为宝 	\l\
变革 	\vn\
变更 	\v\
变更关 	\n\
变故 	\n\
变化 	\vn\
变化多端 	\i\
变化图 	\n\
变化万端 	\l\
变化无常 	\i\
变化有致 	\l\
变换 	\v\
变幻 	\v\
变幻莫测 	\l\
变价 	\v\
变例 	\n\
变量 	\n\
变卖 	\v\
变迁 	\vn\
变色龙 	\n\
变数 	\n\
变态 	\n\
变态反应 	\l\
变通 	\vn\
变为 	\v\
变线 	\v\
变相 	\vd\
变形 	\v\
变性 	\vn\
变压器 	\n\
变压器厂 	\n\
变样 	\v\
变易 	\vn\
变异 	\n/v\
变异型 	\n\
变质 	\vn\
辨 	\Vg\
辨认 	\v\
辨识 	\v\
辨析 	\v\
辩 	\Vg\
辩驳 	\v\
辩护 	\v\
辩护律师 	\n\
辩护人 	\n\
辩解 	\vn\
辩论 	\vn\
辩论会 	\n\
辩证 	\a/b/vn\
辩证法 	\n\
辩证法观 	\n\
辩证唯物论者 	\n\
辩证唯物主义 	\n\
辩证唯物主义者 	\n\
辫子 	\n\
遍 	\a/d/q/v\
遍布 	\v\
遍采 	\v\
遍地 	\vd\
遍地开花 	\l\
遍访 	\v\
遍及 	\v\
遍野 	\v\
标 	\Ng/nr/v\
标榜 	\v\
标本 	\n\
标本兼治 	\l\
标本室 	\n\
标兵 	\n\
标尺 	\n\
标出 	\v\
标的 	\n\
标底 	\n\
标点 	\n\
标点符号 	\n\
标杆 	\n\
标号 	\n\
标记 	\n/v\
标价 	\n/vn\
标价牌 	\n\
标明 	\vn\
标牌 	\n\
标签 	\n\
标签机 	\n\
标石 	\n\
标识 	\n\
标识物 	\n\
标题 	\n\
标新立异 	\i\
标语 	\n\
标语牌 	\n\
标值 	\n\
标志 	\n/vn\
标志牌 	\n\
标志物 	\n\
标志性 	\n\
标致 	\a/nz\
标注 	\v\
标桩 	\n\
标准 	\a/n\
标准分 	\n\
标准化 	\vn\
标准价 	\n\
标准舞 	\n\
标准箱 	\n\
标准音 	\n\
彪炳 	\z\
膘 	\Ng\
膘肥体壮 	\i\
表 	\Vg/n/v\
表层 	\n\
表达 	\vn\
表弟 	\n\
表格 	\n\
表决 	\vn\
表里 	\n\
表露 	\vn\
表率 	\n\
表妹 	\n\
表面 	\n\
表面层 	\n\
表面化 	\v\
表面文章 	\l\
表明 	\vn\
表皮 	\n\
表情 	\n\
表示 	\vn\
表述 	\vn\
表态 	\vn\
表头 	\n\
表现 	\n/vn\
表现力 	\n\
表现性 	\n\
表象 	\n\
表演 	\n/vn\
表演场 	\n\
表演队 	\n\
表演机 	\n\
表演赛 	\n\
表演史 	\n\
表演艺术家 	\n\
表演者 	\n\
表扬 	\vn\
表扬电 	\n\
表扬稿 	\n\
表扬信 	\n\
表彰 	\vn\
表彰会 	\n\
表征 	\v\
鳖 	\n\
鳖精 	\n\
憋 	\v\
憋足劲 	\l\
别 	\d/nr/r/vn\
别出心裁 	\i\
别处 	\r\
别的 	\r\
别国 	\r\
别具匠心 	\i\
别具一格 	\i\
别开生面 	\i\
别克 	\nz\
别内河 	\ns\
别妻离子 	\l\
别情 	\n\
别人 	\r\
别墅 	\n\
别墅区 	\n\
别提 	\v\
别无选择 	\l\
别样 	\r\
别有用心 	\i\
别致 	\a\
瘪 	\a\
濒临 	\v\
濒危 	\vn\
濒危种 	\n\
滨 	\Ng/nr\
滨海 	\ns\
滨湖 	\n\
滨江 	\ns/nz\
滨江路 	\ns\
滨江商厦	\ns\
滨州 	\ns\
滨州地区	\ns\
滨州市 	\ns\
宾馆 	\n\
宾客 	\n\
宾朋 	\n\
宾至如归 	\i\
宾主 	\n\
兵法 	\n\
兵荒马乱 	\i\
兵机策 	\n\
兵家 	\n\
兵力 	\n\
兵临 	\v\
兵临城下 	\i\
兵马俑 	\n\
兵器 	\n\
兵刃 	\n\
兵戎相见 	\i\
兵圣 	\n\
兵书 	\n\
兵团 	\n\
兵味 	\n\
兵学 	\n\
兵站 	\n\
兵站部 	\n\
兵种 	\n\
兵卒 	\n\
冰 	\nr/v\
冰暴 	\an/n\
冰层 	\n\
冰场 	\n\
冰城 	\n\
冰川 	\n\
冰川学 	\n\
冰灯 	\n\
冰灯展 	\n\
冰点 	\n\
冰雕 	\n\
冰冻 	\v\
冰冻三尺 	\i\
冰冻三尺，非一日之寒	\i \
冰冻三尺非一日之寒	\i \
冰毒 	\n\
冰峰雪岭 	\n\
冰风暴 	\n\
冰盖 	\n\
冰挂 	\n\
冰棍 	\n\
冰棍儿 	\n\
冰壶 	\n\
冰晶 	\n\
冰块 	\n\
冰棱 	\n\
冰冷 	\z\
冰粒 	\n\
冰凉 	\z\
冰凌 	\n\
冰溜 	\n\
冰面 	\n\
冰清玉洁 	\i\
冰球 	\n\
冰球界 	\n\
冰球赛 	\n\
冰球史 	\n\
冰区 	\n\
冰山 	\n\
冰笋 	\n\
冰台 	\n\
冰坛 	\n\
冰糖 	\n\
冰糖葫芦 	\l/n\
冰天雪地 	\i\
冰箱 	\n\
冰芯 	\n\
冰熊 	\nz\
冰雪 	\n\
冰雪节 	\n\
冰雪界 	\n\
冰雪期 	\n\
冰雨 	\n\
冰淇淋 	\n\
柄 	\Ng/n\
丙烷 	\n\
秉笔 	\v\
秉笔直书 	\i\
秉承 	\v\
秉公 	\d\
秉借 	\v\
饼 	\n\
饼干 	\n\
饼子 	\n\
病 	\n/v\
病变 	\vn\
病残 	\n\
病虫害 	\n\
病床 	\n\
病倒 	\v\
病毒 	\n\
病房 	\n\
病根 	\n\
病故 	\v\
病害 	\n\
病假 	\n\
病假条 	\n\
病菌 	\n\
病理 	\n\
病例 	\n\
病魔 	\n\
病情 	\n\
病人 	\n\
病史 	\n\
病逝 	\v\
病态 	\n\
病危 	\v\
病休 	\v\
病因 	\n\
病原 	\n\
病员 	\n\
病灶 	\n\
病症 	\n\
病榻 	\n\
并 	\c/d/v\
并处 	\v\
并存 	\vn\
并发 	\v\
并发症 	\n\
并非 	\d/v\
并非如此 	\l\
并非易事 	\l\
并购 	\vn\
并购案 	\n\
并购额 	\n\
并轨 	\vn\
并驾齐驱 	\i\
并肩 	\d\
并肩作战 	\l\
并进 	\v\
并举 	\v\
并列 	\vn\
并且 	\c\
并入 	\v\
并网 	\v\
并网发电 	\l\
并未 	\d\
并线 	\v\
并行 	\v\
并用 	\v\
并重 	\v\
玻利瓦尔 	\q\
玻利维亚 	\ns\
玻璃 	\n\
玻璃板 	\n\
玻璃窗 	\n\
玻璃钢 	\n\
玻璃缸 	\n\
玻璃瓶 	\n\
玻璃墙 	\n\
玻纤 	\j\
菠菜 	\n\
菠萝 	\n\
播 	\v\
播报 	\v\
播出 	\vn\
播放 	\vn\
播讲 	\v\
播音 	\vn\
播音员 	\n\
播映 	\v\
播种 	\vn\
播种机 	\n\
拨 	\v\
拨打 	\v\
拨贷款 	\n\
拨动 	\v\
拨发 	\v\
拨付 	\vn\
拨给 	\v\
拨号 	\v\
拨开 	\v\
拨款 	\v\
拨乱反正 	\i\
拨通 	\v\
拨弦 	\n\
钵 	\Ng\
波 	\j/nr\
波波卡特佩特 	\ns\
波长 	\n\
波动 	\n/vn\
波段 	\n\
波恩 	\ns\
波恩市 	\ns\
波尔多 	\ns\
波尔卡 	\n\
波分 	\n/vn\
波峰 	\n\
波光 	\n\
波光云影 	\l\
波海 	\j\
波黑 	\ns\
波黑塞族共和国	\ns\
波及 	\vn\
波剑 	\nz\
波兰 	\ns\
波澜 	\n\
波澜壮阔 	\i\
波浪 	\n\
波流固村 	\ns\
波罗的海 	\ns\
波罗的海地区	\ns\
波士顿 	\ns\
波斯虎 	\n\
波司登 	\nz\
波涛 	\n\
波图格萨州 	\ns\
波兴浪涌 	\l\
波音 	\b/nz\
波音７０７ 	\nz\
波音７３７ 	\nz\
波音７３７—３００型 	\nz\
波音７３７—８００型 	\nz\
波音７４７ 	\nz\
波音７５７ 	\nz\
波音７６７ 	\nz\
波音７７７ 	\nz\
波音Ｂ—７７７ 	\nz\
波音ＭＤ—９０ 	\n\
波折 	\n\
博爱 	\nz\
博爱县 	\ns\
博采 	\v\
博茨瓦纳 	\ns\
博大 	\an\
博大精深 	\i\
博大胸怀 	\l\
博大胸襟 	\l\
博导 	\j\
博德鲁姆 	\ns\
博德鲁姆地区	\ns\
博得 	\v\
博览 	\vn\
博览会 	\n\
博力 	\nz\
博士 	\n\
博士后 	\n\
博士生 	\n\
博物馆 	\n\
博雅 	\a\
博弈论 	\n\
勃勃 	\z\
勃勃生机 	\l\
勃长期 	\n\
勃发 	\v\
勃发生机 	\l\
勃朗宁 	\nz\
勃李乡 	\ns\
勃然 	\z\
勃兴 	\nr/vn\
搏 	\Vg\
搏冰斗雪 	\l\
搏斗 	\vn\
搏击 	\v\
搏杀 	\vn\
伯伯 	\n\
伯尔萨 	\ns\
伯利恒 	\ns\
伯南布哥 	\ns\
伯塞达市 	\ns\
脖子 	\n\
渤海 	\ns\
渤海湾 	\ns\
渤西 	\ns\
泊 	\Vg\
泊南村 	\ns\
泊位 	\n\
驳斥 	\vn\
驳回 	\v\
捕 	\v\
捕获 	\v\
捕获量 	\n\
捕捞 	\vn\
捕食 	\v\
捕鱼 	\vn\
捕捉 	\v\
卜 	\Vg/nr\
哺 	\Vg\
哺乳动物 	\l/n\
哺乳类 	\n\
哺乳期 	\n\
哺养 	\v\
哺育 	\vn\
补 	\v\
补白 	\n\
补补 	\v\
补偿 	\vn\
补偿费 	\n\
补充 	\vn\
补发 	\v\
补给 	\vn\
补焊 	\vn\
补集 	\n\
补交 	\v\
补缴 	\v\
补救 	\vn\
补考 	\v\
补课 	\vn\
补缺 	\v\
补税 	\v\
补贴 	\n/vn\
补贴款 	\n\
补习 	\v\
补修 	\vn\
补益 	\vn\
补征 	\v\
补助 	\n/vn\
补助费 	\n\
补助金 	\n\
补足 	\v\
不 	\d\
不安 	\an\
不必 	\d\
不必要 	\v\
不便 	\ad/an\
不成 	\y\
不辞劳苦 	\i\
不辞辛苦 	\i\
不辞辛劳 	\l\
不错 	\a\
不大 	\d\
不大不小 	\l\
不单 	\c\
不但 	\c\
不当 	\a\
不道德 	\a\
不得 	\v\
不得不 	\d/v\
不得而知 	\l\
不得了 	\l\
不得人心 	\i\
不得要领 	\i\
不得已 	\a\
不得已而为之 	\l\
不等 	\v\
不定 	\d\
不懂装懂 	\i\
不动产 	\n\
不动产业 	\n\
不独 	\c\
不断 	\d\
不对 	\a\
不乏 	\v\
不乏其人 	\i\
不法 	\b\
不法分子 	\n\
不凡 	\nr/z\
不妨 	\d/v\
不菲 	\a\
不分上下 	\l\
不符 	\v\
不符合条件者 	\n\
不服 	\v\
不复存在 	\l\
不甘 	\vn\
不甘落后 	\l\
不甘示弱 	\i\
不敢当 	\l\
不公 	\an\
不苟且 	\a\
不够 	\a/v\
不顾 	\v\
不顾一切 	\i\
不管 	\c/d/v\
不管部长 	\n\
不管三七二十一 	\l\
不管怎样 	\l\
不光 	\c/d\
不规则 	\a\
不过 	\c/d\
不好 	\a\
不好过 	\a\
不好意思 	\a\
不和 	\a\
不合 	\v\
不合格率 	\n\
不合格者 	\n\
不合时宜 	\i\
不会 	\v\
不惑之年 	\i\
不及 	\v\
不济 	\a\
不计其数 	\i\
不见 	\d/v\
不见得 	\d\
不竭 	\a\
不结盟 	\vn\
不结盟运动	\nz\
不解 	\v\
不解之缘 	\i\
不仅 	\c/d\
不仅仅 	\d\
不仅如此 	\l\
不进则退 	\l\
不禁 	\d\
不尽 	\b/d\
不尽然 	\l\
不景气 	\a\
不久 	\d/m\
不久前 	\t\
不久以后 	\l\
不拘 	\v\
不拘小节 	\i\
不拘一格 	\i\
不觉 	\d\
不绝于耳 	\l\
不堪 	\v\
不堪回首 	\i\
不堪设想 	\i\
不堪重负 	\l\
不可 	\d/v\
不可避免 	\l\
不可不 	\d\
不可分割 	\l\
不可估量 	\l\
不可或缺 	\l\
不可开交 	\i\
不可抗力 	\l\
不可靠性 	\n\
不可名状 	\i\
不可磨灭 	\i\
不可逆转 	\l\
不可偏废 	\i\
不可胜数 	\i\
不可思议 	\i\
不可言传 	\l\
不可一世 	\i\
不可逾越 	\i\
不快 	\a\
不愧 	\d/v\
不愧为 	\v\
不赖 	\a\
不理 	\v\
不利 	\a\
不利于 	\v\
不力 	\a/d\
不良 	\a\
不了了之 	\i\
不料 	\d/v\
不吝 	\v\
不灵 	\a\
不论 	\c\
不论是 	\c\
不落窠臼 	\i\
不买账 	\l\
不满 	\an/v\
不满足感 	\n\
不眠之夜 	\l\
不免 	\d\
不妙 	\a\
不明 	\vn\
不谋而同 	\i\
不耐烦 	\a\
不难 	\d\
不能 	\v\
不能不 	\d\
不能自拔 	\i\
不怕 	\v\
不怕牺牲 	\l\
不配 	\a\
不平 	\a\
不平衡性 	\n\
不期而遇 	\i\
不起眼 	\a\
不巧 	\d\
不切实际 	\l\
不屈 	\v\
不确定性 	\n\
不然 	\c/v\
不忍 	\v\
不容 	\v\
不容忽视 	\l\
不容乐观 	\l\
不容置疑 	\i\
不如 	\c/v\
不如说 	\c\
不辱使命 	\i\
不三不四 	\i\
不善 	\a\
不尚空谈 	\l\
不少 	\m\
不慎 	\d\
不声不响 	\l\
不省人事 	\i\
不胜 	\v\
不胜枚举 	\i\
不失时机 	\l\
不失时宜 	\l\
不失为 	\v\
不时 	\d\
不是 	\c/v\
不衰 	\v\
不说 	\c\
不思进取 	\l\
不俗 	\a\
不索何获 	\l\
不通 	\a\
不同 	\an\
不同点 	\n\
不同凡响 	\i\
不同寻常 	\i\
不图 	\v\
不妥 	\a\
不外 	\v\
不外乎 	\d/v\
不为人知 	\l\
不畏 	\v\
不稳定性 	\n\
不无 	\v\
不无道理 	\l\
不无关系 	\l\
不息 	\v\
不惜 	\v\
不相上下 	\i\
不祥 	\z\
不详 	\v\
不孝 	\an\
不孝之子 	\l\
不懈 	\z\
不懈努力 	\l\
不屑一顾 	\i\
不信任案 	\n\
不信任感 	\n\
不行 	\a\
不幸 	\ad/n\
不幸者 	\n\
不休 	\v\
不朽 	\z\
不锈钢 	\n\
不虚此行 	\i\
不许 	\d/v\
不严 	\a\
不言而喻 	\i\
不厌其烦 	\i\
不要 	\d/v\
不要紧 	\l\
不夜城 	\n\
不一 	\v\
不一而足 	\i\
不一会儿 	\l\
不依 	\v\
不依不饶 	\l\
不遗余力 	\i\
不宜 	\v\
不已 	\d/v\
不以为然 	\i\
不易 	\ad/an\
不亦乐乎 	\i\
不用 	\d\
不用说 	\v\
不由 	\d\
不由得 	\d\
不由自主 	\i\
不予 	\v\
不语 	\v\
不育症 	\n\
不远处 	\s\
不约而同 	\i\
不悦 	\a\
不孕 	\v\
不再 	\d\
不在乎 	\v\
不在话下 	\i\
不在少数 	\l\
不择手段 	\i\
不怎么 	\l\
不曾 	\d\
不战而胜 	\l\
不折不扣 	\i\
不正之风 	\i\
不知 	\v\
不知不觉 	\i\
不知凡几 	\i\
不知今夕何夕 	\l\
不知所措 	\i\
不知所云 	\i\
不值一提 	\l\
不止 	\v\
不只 	\c\
不至于 	\d\
不致 	\d\
不致于 	\v\
不住 	\d\
不准 	\d/vd\
不足 	\an/n/vn\
不足以 	\v\
不谙 	\v\
不啻 	\d/v\
不徇私情 	\i\
不胫而走 	\i\
不羁 	\z\
布 	\Vg/j/nr\
布厂 	\n\
布达拉宫 	\ns\
布达佩斯 	\ns\
布道台 	\n\
布点 	\v\
布丁 	\n\
布尔吉斯 	\nz\
布尔诺 	\ns\
布尔诺机场	\ns\
布告栏 	\n\
布光 	\vn\
布吉镇 	\ns\
布加勒斯特 	\ns\
布景 	\n\
布局 	\n/vn\
布拉格 	\ns\
布拉格宫 	\ns\
布朗族 	\nz\
布老虎 	\n\
布里斯班 	\ns\
布里斯班市 	\ns\
布里特 	\ns\
布料 	\n\
布隆迪 	\ns\
布鲁纳尔 	\nz\
布鲁塞尔 	\ns\
布罗特比 	\ns\
布洛克巴斯特 	\nz\
布满 	\v\
布帽 	\n\
布篷 	\n\
布匹 	\n\
布片 	\n\
布琼布拉 	\ns\
布洒 	\v\
布设 	\v\
布施 	\vn\
布条 	\n\
布头 	\n\
布拖 	\ns\
布拖县 	\ns\
布拖县委	\ns\
布娃娃 	\n\
布线 	\vn\
布依族 	\nz\
布宜诺斯艾利斯 	\ns\
布宜诺斯艾利斯市 	\ns\
布展 	\vn\
布置 	\vn\
步 	\nr/q/v\
步兵 	\n\
步兵团 	\n\
步步 	\q\
步步高 	\nz\
步长 	\nr/nz\
步调 	\n\
步调一致 	\l\
步伐 	\n\
步履 	\n/v\
步履艰难 	\l\
步履维艰 	\i\
步枪 	\n\
步入 	\v\
步行 	\v\
步行街 	\n\
步骤 	\n\
步子 	\n\
簿子 	\n\
部 	\n/q\
部长 	\n\
部长会议 	\n\
部长级 	\b\
部党组 	\n\
部队 	\n\
部分 	\m/n\
部级 	\b\
部际 	\n\
部件 	\n\
部落 	\n\
部门 	\n\
部省级 	\b\
部手机 	\n\
部署 	\vn\
部属 	\n\
部头 	\n\
部委 	\j\
部位 	\n\
部下 	\n\
部族 	\n\
擦 	\v\
擦肩而过 	\l\
猜 	\v\
猜猜 	\v\
猜测 	\vn\
猜先 	\v\
猜想 	\vn\
猜疑 	\vn\
裁 	\v\
裁边 	\vn\
裁定 	\vn\
裁定书 	\n\
裁缝 	\n\
裁剪 	\v\
裁减 	\v\
裁决 	\vn\
裁军 	\vn\
裁判 	\n/v\
裁判员 	\n\
裁员 	\v\
材 	\Ng\
材料 	\n\
材料部 	\n\
材料厂 	\n\
材料费 	\n\
材料科学 	\n\
材料库 	\n\
材质 	\n\
才 	\c/d/nr\
才干 	\n\
才华 	\n\
才华横溢 	\i\
才力 	\n\
才能 	\n/v\
才情 	\n\
才智 	\n\
财 	\n\
财产 	\n\
财产权 	\n\
财产险 	\n\
财长 	\n\
财大气粗 	\l\
财富 	\n\
财会 	\n\
财金 	\j\
财经 	\n\
财经类 	\n\
财力 	\n\
财路 	\n\
财贸 	\n\
财贸办 	\j\
财权 	\n\
财神 	\n\
财神庙 	\n\
财税 	\j/n\
财团 	\n\
财委会 	\j\
财物 	\n\
财务 	\n\
